,image_path,actual,predicted
12,00215616-013_TIF.jpg,"{'description': '00215616, Memphis Views, Mighty Lights, Memphis Bridge, Mississippi river, Have More in Memphis'}",0
13,00214636-001-V1_TIF.jpg,"{'description': '00214636, campus aerial, campus exterior,'}",0
14,00216338-005_TIF.jpg,"{'description': 'A media release image of Timothy (Tim) Stachowski and Marcus Fischer. \n\n- Camera Settings: ILCE-9M2, 24mm, ISO 500, 1/125, f/4.5, Fri, 06-03-2022 at 10:44. v.04.2024 MRP'}",0
15,00216511-003-V1_TIF.jpg,"{'description': '00216511, campus exterior, I4ARC research tower, ARC, drone'}",0
16,00213011-002_TIF.jpg,"{'description': '00213011-002, 11-04-20,  campus exteriors, campus details, fall, seasons, leaves, Marlo Thomas Center, Kay Research and Care Center,'}",0
17,00211922-107_TIF.jpg,"{'description': '00211922-107, 04-06-20, events, staff - location, COVID-19, coronavirus, Unsung Heroes, Animal Resource Center, ARC,'}",0
18,00216511-028-V1_TIF.jpg,"{'description': '00216511, campus exterior, aerial views'}",0
19,00204680-015_TIF.jpg,"{'description': '00204680-015, 01-29-19, research instruments, vials, blue light, Macromolecular Synthesis, Liberty Blue Automated Microwave Peptide Synthesizer,'}",0
20,00213077-011_TIF.jpg,"{'description': '00213077-011, 11-09-20, campus exteriors, campus details, fall, seasons, leaves, trees, garden,'}",0
21,00213011-013_TIF.jpg,"{'description': '00213011-013, 11-04-20,  campus exteriors, campus details, fall, seasons, leaves, Kay Research and Care Center,'}",0
22,00204680-005_TIF.jpg,"{'description': '00204680-005, 01-29-19, research instruments, bottles, Macromolecular Synthesis, Automated Microwave Peptide Synthesizer,'}",0
23,00212430-018_TIF.jpg,"{'description': '00212430-018, 08-11-20, staff - groups, staff - location portraits, Scientific Report, Radiation Oncology, male, man, Thomas Merchant DO, PhD,'}",0
24,00204787-015_TIF.jpg,"{'description': '00204787-015, 02-05-19, research instruments, laboratory, 96 channel pipette, 96-well plates,'}",0
25,00204754-015_TIF.jpg,"{'description': '00204754-015, 01-30-19, research instruments, Affeymetrix, DNA microarrays, GeneChip arrays,'}",0
26,00211922-121_TIF.jpg,"{'description': '00211922-121, 04-06-20, events, staff - location, COVID-19, coronavirus, Unsung Heroes, Office of Legal Services, LaResa Young,'}",0
27,00204680-023_TIF.jpg,"{'description': '00204680-023, 01-29-19, research instruments, vials, blue light, Macromolecular Synthesis, Liberty Blue Automated Microwave Peptide Synthesizer,'}",0
28,00216097-005_TIF.jpg,"{'description': '00216097, campus aerial views, exterior'}",0
29,00214999-018_TIF.jpg,"{'description': '00214999-018, 10-21-21, Memphis views, downtown, city, trolly, Main Street,'}",0
30,00209202-021_Capers_TIF.jpg,"{'description': '00209202-021, 09-04-19, events, Blueprint Series, MTC auditorium, Shari Capers (Strategic Planning),'}",0
31,00211922-076_TIF.jpg,"{'description': '00211922-076, 04-06-20, events, staff - location, COVID-19, coronavirus, Unsung Heroes, Environmental Services, Facilities Operations and Maintenance, nitrogen, Tony Mays,'}",0
32,00204666-113_TIF.jpg,"{'description': '00204666-113, 01-29-19, research instruments, science, laboratory, genome sequencing slides,'}",0
33,203901-025_TIF.jpg,"{'description': 'A St. Jude Research website image from Steve Varga’s lab. Stacey Hartwig\n\n- SJR - Steven (Steve) Varga lab at Donald P. Pinkel, MD, Research Tower.\n\n- Camera Settings: ILCE-9M2, 35mm, ISO 400, 1/500, f/1.8, Wed, 06-21-2023 at 14:48. v.04.2024 OP'}",0
34,00212017-011_TIF.jpg,"{'description': '00212017-011, 05-15-20, staff - location, events, Coffee Break, COVID, COVID-19, pandemic, administration, Spiritual Care Services, Mark Brown,'}",0
35,00204697-011_TIF.jpg,"{'description': '00204697-011, 01-31-19, research instruments, laboratory, reagent bottles, glassware, '}",0
36,00202524-010_TIF.jpg,"{'description': '00202524-010, 10-03-18, campus exteriors, Longinotti Building, Barry Building, St Jude North Building,'}",0
37,00204680-028_TIF.jpg,"{'description': '00204680-028, 01-29-19, research instruments, vials, blue light, Macromolecular Synthesis, Liberty Blue Automated Microwave Peptide Synthesizer,'}",0
38,00204666-127_TIF.jpg,"{'description': '00204666-127, 01-29-19, research instruments, science, laboratory, genome sequencing slides,'}",0
39,353104-001-V1_TIF.jpg,"{'description': 'Hope Garden\n\n-  at Hope Garden.\n\n- Camera Settings: L1D-20c, 28mm, ISO 100, 1/800, f/6.3, Wed, 01-31-2024 at 12:11. v.12.01.23'}",0
40,00183960-067_wm_TIF.jpg,"{'description': '00183960-067, 03-17-16, research procedures, laboratory, lab, pipet, pipette, pipetting, drop,'}",0
41,195701-067_TIF.jpg,"{'description': 'Members of Infectious Diseases travel to Delaware Bay to gather sample for studying bird flu. Jon (Patrick) Seiler\n\n- FY23 - Delaware Bay at Delaware Bay.\n\n- Camera Settings: ILCE-9M2, 12mm, ISO 200, 1/6400, f/5.6, Mon, 05-22-2023 at 15:55. v.04.2024 OP'}",0
42,10001677-044-V1_TIF.jpg,"{'description': '10-05-22, Campus exterior, i4ARC, ARC, research tower, drone, evening, Inspiration Advanced Research Center'}",0
43,135201-011-V3_TIF.jpg,"{'description': 'Campus exterior drone photos, evening, stock, Inspiration4 Advanced Research Center\r'}",0
44,00213077-013_TIF.jpg,"{'description': '00213077-013, 11-09-20, campus exteriors, campus details, fall, seasons, leaves, trees,'}",0
45,00204589-039_TIF.jpg,"{'description': '00204589-039, 01-18-19, research procedures, vials,'}",0
46,00206969-006_Kalodimos_TIF.jpg,"{'description': '00206969-006, 05-23-19, staff location portraits, individuals, researchers, Bruker Ascend 1.1 GHz magnet, NMR, man, male, Babis Kalodimos PhD (Structural Biology),'}",0
47,00204903-005_TIF.jpg,"{'description': '00204903-005, 02-14-19, research instruments, science, laboratory, 96-well plate, vials,'}",0
48,246004-016_TIF.jpg,"{'description': 'A St. Jude Research website image from the Developmental Neurobiology - Neurocytometry Core.\n\n- SJR - Developmental Neurobiology - Neurocytometry Core at Donald P. Pinkel, MD, Research Tower.\n\n- Camera Settings: ILCE-9M2, 90mm, ISO 500, 1/320, f/2.8, Thu, 09-07-2023 at 10:33. v.04.2024 OP'}",0
49,309802-021_TIF.jpg,"{'description': ""A St Jude Research Website and Pharmacy and Pharmaceutical Sciences annual report photo in the Pharmacotyping Resource lab. Landon Choi\n\n- PPS Report - Pharmacotyping Resource at CCC, Chili's Care Center.\n\n- Camera Settings: ILCE-9M2, 90mm, ISO 800, 1/125, f/4.5, Fri, 11-17-2023 at 11:42. v.04.2024 OP""}",0
50,00213077-003_TIF.jpg,"{'description': '00213077-003, 11-09-20, campus exteriors, campus details, fall, seasons, leaves, trees, Donald P Pinkel MD Research Tower, Danny Thomas Research Center, entrance,'}",0
51,00212001-011_TIF.jpg,"{'description': '00212001-011, 04-24-20, staff - location, events, Coffee Break, COVID, COVID-19, pandemic, administration, (LR) John Leech, James Downing MD (President and CEO),'}",0
52,238502-019_TIF.jpg,"{'description': 'A St Jude Research website and Investigator Insights photo of Manoo Bhakta and Nickhill Bhakta.\n\n- SJR - Investigator Insights - Manoo Bhakta, Nickhill Bhakta at Tamer-Rashid Building.\n\n- Camera Settings: ILCE-9M2, 133mm, ISO 400, 1/320, f/4, Fri, 08-18-2023 at 15:29. v.04.2024 OP'}",0
53,235506-083_TIF.jpg,"{'description': 'An image from the Structural Biology booklet of the X-ray Crystallography Center.\n\n- Structural Biology Booklet - X-ray Crystallography Center at DTRC, Danny Thomas Research Center.\n\n- Camera Settings: ILCE-9M2, 90mm, ISO 1000, 1/160, f/4, Fri, 09-08-2023 at 10:26. v.04.2024 OP'}",0
54,00207400-088_TIF.jpg,"{'description': '00207400-088, 06-21-19, Board of Governors, DEC, James Downing MD,'}",0
55,00174912-082_wm_TIF.jpg,"{'description': '00174912-082, 12-06-14, sports, running, runners, walk, walkers, shoes, logo,'}",0
56,00207528-008_TIF.jpg,"{'description': '00207528-008, 07-10-19, staff - location portraits, researchers, two-shot, working, lab, mentors, Immunology, (LR) Ben Youngblood PhD, Shannon Boi PhD,'}",0
57,00204666-111_TIF.jpg,"{'description': '00204666-111, 01-29-19, research instruments, science, laboratory, genome sequencing slides,'}",0
58,00211211-177_Allen_TIF.jpg,"{'description': '00211211-177, 02-19-20, staff - location portraits, triage room, Nursing, male, Stephen Allen,'}",0
59,00206969-003_Kalodimos_TIF.jpg,"{'description': '00206969-003, 05-23-19, staff location portraits, individuals, researchers, smiles, smiling, Bruker Ascend 1.1 GHz magnet, NMR, man, male, Babis Kalodimos PhD (Structural Biology),'}",0
60,150003-003-V1_TIF.jpg,"{'description': 'Memphis Views, Have More in Memphis, Stock, Mighty Lights, Memphis Bridge, HPV colors'}",0
61,10002670-124-V1_TIF.jpg,"{'description': '10002670, Holiday Decorations, Christmas, Jude Lights, Stock, Campus'}",0
62,00211245-159_cmp_TIF.jpg,"{'description': '00211245-159, 03-02-20, campus interiors, Bone Marrow Transplant, BMT, inpatient room,'}",0
63,10002581-136-V1_TIF.jpg,"{'description': '10002581, 11-16-22, Memphis views, Nature, Overton Park, Have More in Memphis, walking trail'}",0
64,216202-005_TIF.jpg,"{'description': 'New Daisy Theater\n- Camera Settings: ILCE-9M2, 15mm, ISO 160, 1/30, f/10, Fri, 06-23-2023 at 14:21.'}",0
65,10002190-031_JPG.jpg,"{'description': '10002190, 11-01-22, people hospital staff, campus interior, Proton Therapy Center, Radiation Oncology, The Memphis Museum of Science and History, MoSH,'}",0
66,00201051-092_TIF.jpg,"{'description': '00201051-092, 06-24-18, clinical procedures, location portraits, Eye Clinic, male, boy, Kaden Haynes,'}",0
67,00204697-012_TIF.jpg,"{'description': '00204697-012, 01-31-19, research instruments, laboratory, reagent bottles, glassware, cleaning, autoclave, '}",0
68,195701-128_TIF.jpg,"{'description': 'Members of Infectious Diseases travel to Delaware Bay to gather sample for studying bird flu. \n\n- FY23 - Delaware Bay at Delaware Bay.\n\n- Camera Settings: ILCE-9M2, 24mm, ISO 250, 1/640, f/9, Tue, 05-23-2023 at 10:11. v.04.2024 OP'}",0
69,00204787-016_TIF.jpg,"{'description': '00204787-016, 02-05-19, research instruments, laboratory, 96 channel pipette, 96-well plates,'}",0
70,00199428-025_TIF.jpg,"{'description': '00199428-025, 05-03-18, research instruments, mirrors, lasers, Flow Cytometry,'}",0
71,203901-026_TIF.jpg,"{'description': 'A St. Jude Research website image from Steve Varga’s lab.\n\n- SJR - Steven (Steve) Varga lab at Donald P. Pinkel, MD, Research Tower.\n\n- Camera Settings: ILCE-9M2, 90mm, ISO 400, 1/800, f/2.8, Wed, 06-21-2023 at 15:00. v.04.2024 OP'}",0
72,00210352-040_TIF.jpg,"{'description': '00210352-040, 12-20-19, events, staff - location, reception, Global Pediatric Medicine, Carlos Rodriguez Galindo MD,'}",0
73,00216511-036-V1_TIF.jpg,"{'description': '00216511, campus exterior,I4ARC research tower, ARC'}",0
74,00212010-038_TIF.jpg,"{'description': '00212010-038, 05-07-20, events, COVID, COVID-19, coronavirus, pandemic, social distancing, campus exteriors, Dominos Event Center,'}",0
75,00207603-009_TIF.jpg,"{'description': '00207603-014, 07-12-19, campus interiors, Diagnostic Imaging, lobby,'}",0
76,00211332-004_TIF.jpg,"{'description': '00211332-004, 03-11-20, events, staff - location, Town Hall, COVID-19, James Downing MD (President and CEO),'}",0
77,00213124-010_TIF.jpg,"{'description': '00213124, campus aerial, exterior, drone'}",0
78,10000715-041_TIF.jpg,"{'description': 'A St. Jude Research image from Puneet Bagga’s lab. Esther Pavao\n\n- SJR - Puneet Bagga lab at DTRC, Danny Thomas Research Center.\n\n- Camera Settings: ILCE-9M2, 55mm, ISO 500, 1/20, f/2, Thu, 08-04-2022 at 14:30. v.04.2024 OP'}",0
79,00216511-010-V1_TIF.jpg,"{'description': '00216511, campus exterior, I4ARC research tower, ARC, drone'}",0
80,00207528-019_TIF.jpg,"{'description': '00207528-019, 07-10-19, staff - location portraits, researchers, individuals, working, lab, Immunology, female, Shannon Boi PhD,'}",0
81,00206948-020_TIF.jpg,"{'description': '000206948-020, 05-22-19, staff - location portraits, two-shot, MTC, break area, lounge, talking, collaboration, Scientific Report, male, female, Clinical Trials Administration, Affiliate Program Office, (LR) Victor Santana MD, Carolyn Russo MD,'}",0
82,00216511-027-V1_TIF.jpg,"{'description': '00216511, campus exterior, aerial views'}",0
83,00213124-054_TIF.jpg,"{'description': '00213124, campus aerial, exterior, drone'}",0
84,195701-066_TIF.jpg,"{'description': 'Members of Infectious Diseases travel to Delaware Bay to gather sample for studying bird flu. Pamela McKenzie, Jennifer DeBeauchamp-Newman, Jon (Patrick) Seiler\n\n- FY23 - Delaware Bay at Delaware Bay.\n\n- Camera Settings: ILCE-9M2, 12mm, ISO 200, 1/640, f/5.6, Mon, 05-22-2023 at 15:54. v.04.2024 OP'}",0
85,10002065-001-V2_TIF.jpg,"{'description': '10002065, 10-20-22, Campus exterior, i4ARC, ARC, research tower, drone, Inspiration Advanced Research Center'}",0
86,00207610-013_TIF.jpg,"{'description': '00207610-013, 07-16-19, research procedures, lab, plates, mentor, POE, (LR) Jun Yang, Victoria Jones,'}",0
87,00209080-009_TIF.jpg,"{'description': '00209080-009, 08-26-19, staff groups, location portraits, colleagues, collaborating, collaboration, researchers, white lab coats, laboratory background, (LR) Thirumala-Devi Kanneganti PhD (Immunology), Kesav Sannula PhD (Immunology), Parimal Parimal Samir PhD (Immunology),'}",0
88,00211332-018_TIF.jpg,"{'description': '00211332-018, 03-11-20, events, staff - location, Town Hall, COVID-19, Ellis Neufeld MD PhD,'}",0
89,00204666-119_TIF.jpg,"{'description': '00204666-119, 01-29-19, research instruments, science, laboratory, genome sequencing slides,'}",0
90,10001677-040_TIF.jpg,"{'description': '10-05-22, Campus exterior, i4ARC, ARC, research tower, drone, evening, Inspiration Advanced Research Center'}",0
91,00213123-011_v2_TIF.jpg,"{'description': '00213123-11, campus aerial, campus exterior, aerial views, drone'}",0
92,00213077-012_TIF.jpg,"{'description': '00213077-012, 11-09-20, campus exteriors, campus details, fall, seasons, leaves, trees, garden,'}",0
93,00213077-017_TIF.jpg,"{'description': '00213077-017, 11-09-20, campus exteriors, campus details, fall, seasons, leaves, trees, Richard C Shadyac ALSAC Tower,'}",0
94,00154810-112_wm_TIF.jpg,"{'description': '00154810-112, 04-10-12, Memphis views, outdoors, architecture, bridge, (LR) Memphis-Arkansas Bridge, Frisco Bridge, Harahan Bridge,'}",0
95,00206983-014_TIF.jpg,"{'description': '00206983-014, 05-24-19, staff - groups, lab, Cell and Molecular Biology, (LR) Klementina Fon Tacer PhD, Ryan Potts PhD,'}",0
96,229503-003_JPG.jpg,"{'description': 'photo of ALSAC Gift Shop.\n\n- Camera Settings: ILCE-9M2, 24mm, ISO 200, 1/250, f/7.1, Tue, 11-14-2023 at 10:39. v.08.15.23'}",0
97,00216097-013-V2_TIF#01.jpg,"{'description': '00216097, campus aerial views, exterior'}",0
98,00202524-020_TIF.jpg,"{'description': '00202524-020, 10-03-18, campus exteriors, Longinotti Building, Barry Building, St Jude North Building,'}",0
99,00204798-011_TIF.jpg,"{'description': '00204798-011, 02-07-19, clinical procedures, Infusion Pump part,'}",0
100,10001028-047_TIF.jpg,"{'description': 'A St. Jude Research image from Christopher Tinkle’s lab. Liying Fan\n\n- SJR - Christopher Tinkle lab at Donald P. Pinkel, MD, Research Tower.\n\n- Camera Settings: ILCE-9M2, 55mm, ISO 320, 1/500, f/2, Tue, 08-23-2022 at 10:55. v.04.2024 OP'}",0
101,353104-004_TIF.jpg,"{'description': 'Hope Garden\n\n-  at Hope Garden.\n\n- Camera Settings: L1D-20c, 28mm, ISO 100, 1/1000, f/7.1, Wed, 01-31-2024 at 12:14. v.12.01.23'}",0
102,00198073-006_TIF.jpg,"{'description': '00198073-006, 02-23-18, campus sculpture, interiors, details, DNA structure, art, lobby, GMP,'}",0
103,289003-003_JPG.jpg,"{'description': 'photo of Dr. James R. Downing at MTC, Marlo Thomas Center Board Room. \n\n- Camera Settings: ILCE-7M4, 50mm, ISO 200, 1/25, f/2.8, Fri, 10-06-2023 at 09:34. v.08.15.23'}",0
104,327903-015_TIF.jpg,"{'description': 'Campus Exterior \n\n-  at .\n\n- Camera Settings: NIKON Z 9, 24mm, ISO 250, 1/60, f/2.8, Wed, 09-20-2023 at 05:56. v.12.01.23'}",0
105,00204680-025_TIF.jpg,"{'description': '00204680-025, 01-29-19, research instruments, vials, blue light, Macromolecular Synthesis, Liberty Blue Automated Microwave Peptide Synthesizer,'}",0
106,00202806-004_TIF.jpg,"{'description': '00202806-004, 10-15-18, campus details, campus exteriors, holidays, Halloween, decorations, PCC, Patient Care Center, St. Jude Thaddeus statue,'}",0
107,00207635-002_TIF.jpg,"{'description': '00207635-002, 07-18-19, staff groups, location portraits, colleagues, collaborating, collaboration, (LR) Akinori Okada (Radiation Oncology), Jackie Faught (Radiation Oncology), Andrew Saunders (Radiation Oncology),'}",0
108,00214366-424-V1_TIF.jpg,"{'description': '00214366, 06-24-21, ARC, Advanced Research Center, interiors, conference room, cafe, atrium, lounge, mother’s room, entrance, handicap, exterior patio'}",0
109,00204796-004_TIF.jpg,"{'description': '00204796-004, 02-06-19, research instruments, fluorescent, fluorescence, slides, Applied Spectral Imaging Cytogenetic Scanning system, Zeiss Imager Z2 upright microscope,'}",0
110,00208305-013_TIF.jpg,"{'description': '00208305-013, 07-22-19, staff - groups, laboratory, POEs, student, Oncololgy, African-American, female, male, (LR) Esther Obeng MD, PhD, Reid Palumbo,'}",0
111,00209080-004_TIF.jpg,"{'description': '00209080-004, 08-26-19, staff groups, location portraits, colleagues, collaborating, collaboration, researchers, (LR) Thirumala-Devi Kanneganti PhD (Immunology), Kesav Sannula PhD (Immunology), Parimal Parimal Samir PhD (Immunology),'}",0
112,235506-096_TIF.jpg,"{'description': 'An image from the Structural Biology booklet of the X-ray Crystallography Center.\n\n- Structural Biology Booklet - X-ray Crystallography Center at DTRC, Danny Thomas Research Center.\n\n- Camera Settings: ILCE-9M2, 90mm, ISO 1000, 1/160, f/5, Fri, 09-08-2023 at 11:03. v.04.2024 OP'}",0
113,00212014-032_TIF.jpg,"{'description': '00212014-032, 05-12-20, events, staff - location, COVID, COVID-19, pandemic, coronavirus, social distancing, Childrens GMP, lab, tests, VTM, viral transport media, Unsung Heroes,'}",0
114,135201-021-V4_TIF.jpg,"{'description': 'Campus exterior drone photos, evening, Bass Pro Shops at Pyramid,\rstock'}",0
115,00213077-020_TIF.jpg,"{'description': '00213077-020, 11-09-20, campus exteriors, campus details, fall, seasons, reflections,'}",0
116,00216087-057-V1_TIF.jpg,"{'description': '00216087, Memphis views, Have More in Memphis, Central BBQ'}",0
117,00204903-010_TIF.jpg,"{'description': '00204903-010, 02-14-19, research instruments, science, laboratory, 96-well plate, vials,'}",0
118,00202524-038_TIF.jpg,"{'description': '00202524-038, 10-03-18, campus exteriors, ALSAC Headquarters Addition,'}",0
119,00214648-005_TIF.jpg,"{'description': '00214648, IARC research tower, ARC'}",0
120,00213123-001_TIF.jpg,"{'description': '00213123, campus aerial, exterior, drone, Rainbow'}",0
121,248302-009_TIF.jpg,"{'description': 'A St. Jude Research website image from Tommaso Cupido’s lab. \n\n- SJR - Tommaso Cupido lab at Donald P. Pinkel, MD, Research Tower.\n\n- Camera Settings: ILCE-9M2, 55mm, ISO 1250, 1/1250, f/1.8, Thu, 09-14-2023 at 12:51. v.04.2024 OP'}",0
122,00216408-007_TIF.jpg,"{'description': 'An image from the 2022 Scientific Annual Report of Yichao Li and Yong Cheng. \n\n- SCFY22 - SAR - Yichao Li, Yong Cheng at DTRC, Danny Thomas Research Center.\n\n- Camera Settings: ILCE-9M2, 85mm, ISO 400, 1/160, f/2, Wed, 06-08-2022 at 13:52. v.04.2024 OP'}",0
123,00201051-217_TIF.jpg,"{'description': '00201051-217, 06-24-18, children location portraits, individuals, outside, outdoors, teddy bear, Kaden Haynes,'}",0
124,00216097-013-V2_TIF.jpg,"{'description': '00216097-013, Campus Aerial views, drone'}",0
125,00204680-002_TIF.jpg,"{'description': '00204680-002, 01-29-19, research instruments, bottles, Macromolecular Synthesis, Automated Microwave Peptide Synthesizer,'}",0
126,10000715-037_TIF.jpg,"{'description': 'A St. Jude Research image from Puneet Bagga’s lab. Esther Pavao\n\n- SJR - Puneet Bagga lab at DTRC, Danny Thomas Research Center.\n\n- Camera Settings: ILCE-9M2, 90mm, ISO 1600, 1/50, f/4, Thu, 08-04-2022 at 14:28. v.04.2024 OP'}",0
127,144801-111_TIF.jpg,{'description': 'Mural Painting on Broad Ave'},0
128,00194570-013_TIF.jpg,"{'description': '00194570-013, 08-03-17, campus aerials, campus exteriors, drone aerial image, meditation garden,'}",0
129,248302-012_TIF.jpg,"{'description': 'A St. Jude Research website image from Tommaso Cupido’s lab. Tommaso Cupido\n\n- SJR - Tommaso Cupido lab at Donald P. Pinkel, MD, Research Tower.\n\n- Camera Settings: ILCE-9M2, 55mm, ISO 640, 1/400, f/1.8, Thu, 09-14-2023 at 12:53. v.04.2024 OP'}",0
130,00212017-014_TIF.jpg,"{'description': '00212017-014, 05-15-20, staff - location, events, Coffee Break, COVID, COVID-19, pandemic, administration, James Downing MD (President and CEO),'}",0
131,00204680-009_TIF.jpg,"{'description': '00204680-009, 01-29-19, research instruments, vials, blue light, Macromolecular Synthesis, Liberty Blue Automated Microwave Peptide Synthesizer,'}",0
132,00209213-005_Ridsdale_TIF.jpg,"{'description': '00209213-005, 09-06-19, staff location portraits, individuals, office background, man, male, Daniel Moreira Ridsdale MD (Global Pediatric Medicine),'}",0
133,00202524-015_TIF.jpg,"{'description': '00202524-015, 10-03-18, campus exteriors, Danny Thomas ALSAC Pavilion,'}",0
134,00195485-003_TIF.jpg,"{'description': '00195485-003, 09-30-17, Memphis views, bridges, Harahan Bridge, Frisco Bridge, Big River Crossing, Mississippi River, dusk,'}",0
135,00204680-019_TIF.jpg,"{'description': '00204680-019, 01-29-19, research instruments, vials, blue light, Macromolecular Synthesis, Liberty Blue Automated Microwave Peptide Synthesizer,'}",0
136,00205747-012_TIF.jpg,"{'description': '00205747-012, 03-26-19,research instruments, hands, working, controller board cryoEM, microscope, microscopy,'}",0
137,00214636-002_TIF.jpg,"{'description': '00214636, campus aerial, campus exterior,'}",0
138,00216097-014-V2_TIF.jpg,"{'description': '00216097, campus aerial views, exterior'}",0
139,00198151-011_TIF.jpg,"{'description': '00198151-011, 02-27-18, campus sculpture, interiors, details, DNA structure, art, lobby, GMP,'}",0
140,00213077-014_TIF.jpg,"{'description': '00213077-014, 11-09-20, campus exteriors, campus details, fall, seasons, leaves, trees, St Jude statue, Richard C Shadyac ALSAC Tower,'}",0
141,10002670-121_TIF.jpg,"{'description': '10002670, Holiday Decorations, Christmas, Jude Lights, Stock, Campus'}",0
142,10002065-010_TIF.jpg,"{'description': '10002065, 10-20-22, Campus exterior, i4ARC, ARC, research tower, drone, Inspiration Advanced Research Center'}",0
143,00216097-005-V2_TIF.jpg,"{'description': '00216097, Campus Aerial views'}",0
144,00204767-017_TIF.jpg,"{'description': '00204767-017, 01-31-19, research procedures, pipet, pipette, laboratory background, Youngdae Gwon PhD (Cell and Molecular Biology),'}",0
145,135201-010-V3_TIF.jpg,"{'description': 'ALSAC Tamer Rashid Building, Campus exterior drone photos, evening, stock\r'}",0
146,130602-010-V1_TIF.jpg,"{'description': 'Campus exterior, IARC Research tower'}",0
147,00214663-012-V1_TIF.jpg,"{'description': '00214648, IARC research tower, ARC'}",0
148,00206948-018_TIF.jpg,"{'description': '00206948-018, 05-22-19, staff - location portraits, two-shot, MTC, break area, lounge, talking, collaboration, Scientific Report, male, female, Clinical Trials Administration, Affiliate Program Office, (LR) Victor Santana MD, Carolyn Russo MD,'}",0
149,00211211-335_Green_TIF.jpg,"{'description': '00211211-335, 02-19-20, staff - location portraits, patient room, Nursing, female, African-American, Charmayne Green,'}",0
150,00204787-027_TIF.jpg,"{'description': '00204787-027, 02-05-19, campus interiors, Biomedical Library,'}",0
151,00208436-029_TIF.jpg,"{'description': '00208436-029, 07-31-19, staff - location portraits, two-shot, Hematology, African-American, female, (LR) Jane Hankins MD, Shelia Anderson,'}",0
152,00216511-023-V1_TIF.jpg,"{'description': '00216511, campus aerial, exterior, drone'}",0
153,00047369-005_color_TIF.jpg,"{'description': '00047369-005, 08-01-97, research procedures, research, close, up, scientific, culture, plate, plates, dish, technical, colorful, red, black'}",0
154,00208436-039_TIF.jpg,"{'description': '00208436-039, 07-31-19, staff - location portraits, two-shot, Hematology, African-American, female, (LR) Shelia Anderson, Jane Hankins MD,'}",0
155,00214648-006_TIF.jpg,"{'description': '00214648, IARC research tower, ARC'}",0
156,10002065-005-V2_TIF.jpg,"{'description': '10002065, 10-20-22, Campus exterior, i4ARC, ARC, research tower, drone, Inspiration Advanced Research Center'}",0
157,00211950-285_TIF.jpg,"{'description': '00211950-285, 04-30-20, Memphis views, sign, downtown, Mud Island, skyline,'}",0
158,00213122-020_JPG.jpg,"{'description': '00213122, campus aerial, exterior, drone'}",0
159,195701-061_TIF.jpg,"{'description': 'Members of Infectious Diseases travel to Delaware Bay to gather sample for studying bird flu. \n\n- FY23 - Delaware Bay at Delaware Bay.\n\n- Camera Settings: ILCE-9M2, 90mm, ISO 200, 1/2500, f/4.5, Mon, 05-22-2023 at 15:41. v.04.2024 OP'}",0
160,00195485-012_TIF.jpg,"{'description': '00195485-012, 09-30-17, Memphis views, bridges, Harahan Bridge, Frisco Bridge, Big River Crossing, Mississippi River, dusk,'}",0
161,00216036-023_TIF.jpg,"{'description': 'A St. Jude Research image from Tara Brinkman’s lab of Stephanie Guthrie. \n\n- SJR - Tara Brinkman lab at Barry Longinotti Building.\n\n- Camera Settings: ILCE-9M2, 24mm, ISO 100, 1/2000, f/2, Thu, 04-14-2022 at 10:49. v.04.2024 OP'}",0
